county,precinct,office,district,party,candidate,absentee,polling,votes
Monroe,No. 6-Lovilia Community Center,U.S. Senate,,Republican Party,Joni Ernst,89.0,182.0,271.0
Monroe,No. 7-St. Patrick's Church,U.S. Senate,,Republican Party,Joni Ernst,45.0,100.0,145.0
Monroe,,U.S. Senate,,Republican Party,Joni Ernst,,,1749.0
Montgomery,#1 Gold Fair Building,U.S. Senate,,Republican Party,Joni Ernst,160.0,336.0,496.0
Montgomery,#2 Red Oak Fire Station,U.S. Senate,,Republican Party,Joni Ernst,173.0,285.0,458.0
Montgomery,#3 First Christian Church,U.S. Senate,,Republican Party,Joni Ernst,256.0,334.0,590.0
Montgomery,#4 Elliott Community Building,U.S. Senate,,Republican Party,Joni Ernst,102.0,186.0,288.0
Montgomery,#5 Grant Fire Department,U.S. Senate,,Republican Party,Joni Ernst,52.0,113.0,165.0
Montgomery,#6 Stanton Community Center,U.S. Senate,,Republican Party,Joni Ernst,171.0,289.0,460.0
Montgomery,#7 Villisca Community Building,U.S. Senate,,Republican Party,Joni Ernst,107.0,239.0,346.0
Montgomery,,U.S. Senate,,Republican Party,Joni Ernst,,,2803.0
Muscatine,Bloomington,U.S. Senate,,Republican Party,Joni Ernst,344.0,373.0,717.0
Muscatine,Fruitland One-City,U.S. Senate,,Republican Party,Joni Ernst,70.0,166.0,236.0
Muscatine,Fruitland Two/Lake-Fruitl,U.S. Senate,,Republican Party,Joni Ernst,111.0,137.0,248.0
Muscatine,Fulton/Montpelier-City,U.S. Senate,,Republican Party,Joni Ernst,121.0,259.0,380.0
Muscatine,Goshen-City,U.S. Senate,,Republican Party,Joni Ernst,25.0,72.0,97.0
Muscatine,Muscatine Eighth,U.S. Senate,,Republican Party,Joni Ernst,79.0,95.0,174.0
Muscatine,Muscatine Fifth,U.S. Senate,,Republican Party,Joni Ernst,80.0,83.0,163.0
Muscatine,Muscatine First,U.S. Senate,,Republican Party,Joni Ernst,276.0,292.0,568.0
Muscatine,Muscatine Fourth,U.S. Senate,,Republican Party,Joni Ernst,103.0,111.0,214.0
Muscatine,Muscatine Ninth,U.S. Senate,,Republican Party,Joni Ernst,125.0,145.0,270.0
Muscatine,Muscatine Second,U.S. Senate,,Republican Party,Joni Ernst,147.0,190.0,337.0
Muscatine,Muscatine Seventh,U.S. Senate,,Republican Party,Joni Ernst,93.0,123.0,216.0
Muscatine,Muscatine Sixth,U.S. Senate,,Republican Party,Joni Ernst,304.0,265.0,569.0
Muscatine,Muscatine Tenth,U.S. Senate,,Republican Party,Joni Ernst,124.0,158.0,282.0
Muscatine,Muscatine Third,U.S. Senate,,Republican Party,Joni Ernst,115.0,130.0,245.0
Muscatine,Orono-City,U.S. Senate,,Republican Party,Joni Ernst,15.0,46.0,61.0
Muscatine,Pike-City,U.S. Senate,,Republican Party,Joni Ernst,47.0,104.0,151.0
Muscatine,Seventy-Six/Cedar-Seventy,U.S. Senate,,Republican Party,Joni Ernst,51.0,101.0,152.0
Muscatine,Sweetland,U.S. Senate,,Republican Party,Joni Ernst,193.0,248.0,441.0
Muscatine,West Liberty 2,U.S. Senate,,Republican Party,Joni Ernst,18.0,76.0,94.0
Muscatine,West Liberty/Wapsie-WL1 C,U.S. Senate,,Republican Party,Joni Ernst,134.0,214.0,348.0
Muscatine,Wilton City,U.S. Senate,,Republican Party,Joni Ernst,159.0,357.0,516.0
Muscatine,Wilton/Moscow-Wilton,U.S. Senate,,Republican Party,Joni Ernst,97.0,191.0,288.0
Muscatine,,U.S. Senate,,Republican Party,Joni Ernst,,,6767.0
O'Brien,Carroll-Floyd,U.S. Senate,,Republican Party,Joni Ernst,97.0,166.0,263.0
O'Brien,Franklin,U.S. Senate,,Republican Party,Joni Ernst,135.0,391.0,526.0
O'Brien,Hartley-Lincoln-Omega,U.S. Senate,,Republican Party,Joni Ernst,149.0,416.0,565.0
O'Brien,Sheldon 1st Ward,U.S. Senate,,Republican Party,Joni Ernst,244.0,460.0,704.0
O'Brien,Sheldon 2nd Ward,U.S. Senate,,Republican Party,Joni Ernst,127.0,291.0,418.0
O'Brien,Sheldon 3rd Ward,U.S. Senate,,Republican Party,Joni Ernst,102.0,269.0,371.0
O'Brien,Summit-Center-Dale-Highland,U.S. Senate,,Republican Party,Joni Ernst,120.0,332.0,452.0
O'Brien,Union-Baker-Caledonia,U.S. Senate,,Republican Party,Joni Ernst,113.0,410.0,523.0
O'Brien,Waterman-Grant-Liberty,U.S. Senate,,Republican Party,Joni Ernst,67.0,262.0,329.0
O'Brien,,U.S. Senate,,Republican Party,Joni Ernst,,,4151.0
Osceola,Ashton Precinct 0100,U.S. Senate,,Republican Party,Joni Ernst,60.0,156.0,216.0
Osceola,Harris Precinct 0200,U.S. Senate,,Republican Party,Joni Ernst,14.0,77.0,91.0
Osceola,May City Precint 0300,U.S. Senate,,Republican Party,Joni Ernst,23.0,70.0,93.0
Osceola,Melvin Precinct 0400,U.S. Senate,,Republican Party,Joni Ernst,23.0,117.0,140.0
Osceola,Ocheyedan Precinct 0500,U.S. Senate,,Republican Party,Joni Ernst,26.0,136.0,162.0
Osceola,Osceola 1 Precinct 0600,U.S. Senate,,Republican Party,Joni Ernst,88.0,177.0,265.0
Osceola,Osceola 2 Precinct 0700,U.S. Senate,,Republican Party,Joni Ernst,84.0,264.0,348.0
Osceola,Osceola 3 Precinct 0800,U.S. Senate,,Republican Party,Joni Ernst,115.0,252.0,367.0
Osceola,,U.S. Senate,,Republican Party,Joni Ernst,,,1682.0
Page,Clarinda Ward 1,U.S. Senate,,Republican Party,Joni Ernst,127.0,251.0,378.0
Page,Clarinda Ward 2,U.S. Senate,,Republican Party,Joni Ernst,258.0,374.0,632.0
Page,Essex City Hall,U.S. Senate,,Republican Party,Joni Ernst,73.0,259.0,332.0
Page,Page County Courthouse,U.S. Senate,,Republican Party,Joni Ernst,295.0,412.0,707.0
Page,Shenandoah 1,U.S. Senate,,Republican Party,Joni Ernst,49.0,122.0,171.0
Page,Shenandoah 2,U.S. Senate,,Republican Party,Joni Ernst,111.0,228.0,339.0
Page,Shenandoah 3,U.S. Senate,,Republican Party,Joni Ernst,121.0,299.0,420.0
Page,Shenandoah Fire Station,U.S. Senate,,Republican Party,Joni Ernst,191.0,246.0,437.0
Page,,U.S. Senate,,Republican Party,Joni Ernst,,,3416.0
Palo Alto,City of WB/EL/RL/BO/GO/NV,U.S. Senate,,Republican Party,Joni Ernst,276.0,314.0,590.0
Palo Alto,EM Ward 3/Ayrshire/pt. HL&WL&EM,U.S. Senate,,Republican Party,Joni Ernst,156.0,186.0,342.0
Palo Alto,EM Ward 4/FV/FR/VN/pt. EM,U.S. Senate,,Republican Party,Joni Ernst,197.0,222.0,419.0
Palo Alto,Emmetsburg Ward 1,U.S. Senate,,Republican Party,Joni Ernst,96.0,129.0,225.0
Palo Alto,Emmetsburg Ward 2,U.S. Senate,,Republican Party,Joni Ernst,57.0,105.0,162.0
Palo Alto,GR/RV/LI/pt. HL&WL,U.S. Senate,,Republican Party,Joni Ernst,146.0,166.0,312.0
Palo Alto,,U.S. Senate,,Republican Party,Joni Ernst,,,2050.0
Plymouth,Akron Library,U.S. Senate,,Republican Party,Joni Ernst,110.0,307.0,417.0
Plymouth,American Bank,U.S. Senate,,Republican Party,Joni Ernst,127.0,122.0,249.0
Plymouth,Brunsville Legion,U.S. Senate,,Republican Party,Joni Ernst,161.0,265.0,426.0
Plymouth,Courthouse Annex,U.S. Senate,,Republican Party,Joni Ernst,108.0,156.0,264.0
Plymouth,Hinton Community Center,U.S. Senate,,Republican Party,Joni Ernst,204.0,438.0,642.0
Plymouth,Kingsley Community Center,U.S. Senate,,Republican Party,Joni Ernst,165.0,374.0,539.0
Plymouth,Kissinger Community Center,U.S. Senate,,Republican Party,Joni Ernst,148.0,277.0,425.0
Plymouth,Le Mars Convention Center - 11,U.S. Senate,,Republican Party,Joni Ernst,365.0,453.0,818.0
Plymouth,Le Mars Convention Center - 12,U.S. Senate,,Republican Party,Joni Ernst,490.0,502.0,992.0
Plymouth,Le Mars Convention Center - 13,U.S. Senate,,Republican Party,Joni Ernst,245.0,299.0,544.0
Plymouth,Perry Township Hall,U.S. Senate,,Republican Party,Joni Ernst,199.0,335.0,534.0
Plymouth,Remsen Library,U.S. Senate,,Republican Party,Joni Ernst,242.0,400.0,642.0
Plymouth,Westfield Community Center,U.S. Senate,,Republican Party,Joni Ernst,62.0,124.0,186.0
Plymouth,,U.S. Senate,,Republican Party,Joni Ernst,,,6678.0
Pocahontas,Bellville-Lizard-S Lake-S Lincoln,U.S. Senate,,Republican Party,Joni Ernst,60.0,205.0,265.0
Pocahontas,Cedar-Colfax-Dover,U.S. Senate,,Republican Party,Joni Ernst,62.0,187.0,249.0
Pocahontas,Des Moines-Cummins-Powhatan- N Garfield-N Sherman-N Roosevelt,U.S. Senate,,Republican Party,Joni Ernst,109.0,229.0,338.0
Pocahontas,Grant-S Marshall-S Sherman,U.S. Senate,,Republican Party,Joni Ernst,40.0,90.0,130.0
Pocahontas,Pocahontas #1,U.S. Senate,,Republican Party,Joni Ernst,128.0,230.0,358.0
Pocahontas,Pocahontas #2,U.S. Senate,,Republican Party,Joni Ernst,87.0,100.0,187.0
Pocahontas,Swan Lake-N Marshall,U.S. Senate,,Republican Party,Joni Ernst,88.0,262.0,350.0
Pocahontas,,U.S. Senate,,Republican Party,Joni Ernst,,,1877.0
Polk,ALLEMAN-1,U.S. Senate,,Republican Party,Joni Ernst,54.0,261.0,315.0
Polk,ALLEN-1,U.S. Senate,,Republican Party,Joni Ernst,9.0,76.0,85.0
Polk,ALTOONA-1,U.S. Senate,,Republican Party,Joni Ernst,100.0,267.0,367.0
Polk,ALTOONA-2,U.S. Senate,,Republican Party,Joni Ernst,131.0,343.0,474.0
Polk,ALTOONA-3,U.S. Senate,,Republican Party,Joni Ernst,232.0,493.0,725.0
Polk,ALTOONA-4,U.S. Senate,,Republican Party,Joni Ernst,217.0,553.0,770.0
Polk,ALTOONA-5,U.S. Senate,,Republican Party,Joni Ernst,241.0,501.0,742.0
Polk,ANKENY-1,U.S. Senate,,Republican Party,Joni Ernst,396.0,857.0,1253.0
Polk,ANKENY-10,U.S. Senate,,Republican Party,Joni Ernst,172.0,518.0,690.0
Polk,ANKENY-11,U.S. Senate,,Republican Party,Joni Ernst,201.0,521.0,722.0
Polk,ANKENY-12,U.S. Senate,,Republican Party,Joni Ernst,314.0,635.0,949.0
Polk,ANKENY-13,U.S. Senate,,Republican Party,Joni Ernst,450.0,815.0,1265.0
Polk,ANKENY-14,U.S. Senate,,Republican Party,Joni Ernst,180.0,411.0,591.0
Polk,ANKENY-15,U.S. Senate,,Republican Party,Joni Ernst,243.0,428.0,671.0
Polk,ANKENY-2,U.S. Senate,,Republican Party,Joni Ernst,363.0,554.0,917.0
Polk,ANKENY-3,U.S. Senate,,Republican Party,Joni Ernst,183.0,385.0,568.0
Polk,ANKENY-4,U.S. Senate,,Republican Party,Joni Ernst,173.0,584.0,757.0
Polk,ANKENY-5,U.S. Senate,,Republican Party,Joni Ernst,216.0,530.0,746.0
Polk,ANKENY-6,U.S. Senate,,Republican Party,Joni Ernst,258.0,493.0,751.0
Polk,ANKENY-7,U.S. Senate,,Republican Party,Joni Ernst,137.0,356.0,493.0
Polk,ANKENY-8,U.S. Senate,,Republican Party,Joni Ernst,248.0,456.0,704.0
Polk,ANKENY-9,U.S. Senate,,Republican Party,Joni Ernst,180.0,423.0,603.0
Polk,BONDURANT-1,U.S. Senate,,Republican Party,Joni Ernst,99.0,335.0,434.0
Polk,BONDURANT-2,U.S. Senate,,Republican Party,Joni Ernst,97.0,387.0,484.0
Polk,CLAY-1,U.S. Senate,,Republican Party,Joni Ernst,83.0,232.0,315.0
Polk,CLIVE-1,U.S. Senate,,Republican Party,Joni Ernst,62.0,246.0,308.0
Polk,CLIVE-2,U.S. Senate,,Republican Party,Joni Ernst,165.0,378.0,543.0
Polk,CLIVE-3,U.S. Senate,,Republican Party,Joni Ernst,341.0,608.0,949.0
Polk,CLIVE-4,U.S. Senate,,Republican Party,Joni Ernst,467.0,525.0,992.0
Polk,CROCKER-1,U.S. Senate,,Republican Party,Joni Ernst,263.0,412.0,675.0
Polk,CROCKER-2,U.S. Senate,,Republican Party,Joni Ernst,149.0,250.0,399.0
Polk,DELAWARE-1,U.S. Senate,,Republican Party,Joni Ernst,85.0,241.0,326.0
Polk,DELAWARE-2,U.S. Senate,,Republican Party,Joni Ernst,26.0,79.0,105.0
Polk,DES MOINES-1,U.S. Senate,,Republican Party,Joni Ernst,48.0,148.0,196.0
Polk,DES MOINES-10,U.S. Senate,,Republican Party,Joni Ernst,141.0,317.0,458.0
Polk,DES MOINES-11,U.S. Senate,,Republican Party,Joni Ernst,135.0,325.0,460.0
Polk,DES MOINES-12,U.S. Senate,,Republican Party,Joni Ernst,49.0,156.0,205.0
Polk,DES MOINES-13,U.S. Senate,,Republican Party,Joni Ernst,56.0,182.0,238.0
Polk,DES MOINES-14,U.S. Senate,,Republican Party,Joni Ernst,56.0,155.0,211.0
Polk,DES MOINES-15,U.S. Senate,,Republican Party,Joni Ernst,155.0,420.0,575.0
Polk,DES MOINES-16,U.S. Senate,,Republican Party,Joni Ernst,123.0,323.0,446.0
Polk,DES MOINES-17,U.S. Senate,,Republican Party,Joni Ernst,67.0,131.0,198.0
Polk,DES MOINES-18,U.S. Senate,,Republican Party,Joni Ernst,12.0,62.0,74.0
Polk,DES MOINES-19,U.S. Senate,,Republican Party,Joni Ernst,33.0,85.0,118.0
Polk,DES MOINES-2,U.S. Senate,,Republican Party,Joni Ernst,67.0,165.0,232.0
Polk,DES MOINES-20,U.S. Senate,,Republican Party,Joni Ernst,89.0,158.0,247.0
Polk,DES MOINES-21,U.S. Senate,,Republican Party,Joni Ernst,55.0,232.0,287.0
Polk,DES MOINES-22,U.S. Senate,,Republican Party,Joni Ernst,48.0,128.0,176.0
Polk,DES MOINES-23,U.S. Senate,,Republican Party,Joni Ernst,30.0,41.0,71.0
Polk,DES MOINES-24,U.S. Senate,,Republican Party,Joni Ernst,54.0,151.0,205.0
Polk,DES MOINES-25,U.S. Senate,,Republican Party,Joni Ernst,73.0,133.0,206.0
Polk,DES MOINES-26,U.S. Senate,,Republican Party,Joni Ernst,76.0,318.0,394.0
Polk,DES MOINES-27,U.S. Senate,,Republican Party,Joni Ernst,74.0,233.0,307.0
Polk,DES MOINES-28,U.S. Senate,,Republican Party,Joni Ernst,96.0,328.0,424.0
Polk,DES MOINES-29,U.S. Senate,,Republican Party,Joni Ernst,128.0,311.0,439.0
Polk,DES MOINES-3,U.S. Senate,,Republican Party,Joni Ernst,144.0,320.0,464.0
Polk,DES MOINES-30,U.S. Senate,,Republican Party,Joni Ernst,55.0,193.0,248.0
Polk,DES MOINES-31,U.S. Senate,,Republican Party,Joni Ernst,92.0,189.0,281.0
Polk,DES MOINES-32,U.S. Senate,,Republican Party,Joni Ernst,53.0,105.0,158.0
Polk,DES MOINES-33,U.S. Senate,,Republican Party,Joni Ernst,20.0,65.0,85.0
Polk,DES MOINES-34,U.S. Senate,,Republican Party,Joni Ernst,25.0,28.0,53.0
Polk,DES MOINES-35,U.S. Senate,,Republican Party,Joni Ernst,25.0,24.0,49.0
Polk,DES MOINES-36,U.S. Senate,,Republican Party,Joni Ernst,20.0,35.0,55.0
Polk,DES MOINES-37,U.S. Senate,,Republican Party,Joni Ernst,29.0,56.0,85.0
Polk,DES MOINES-38,U.S. Senate,,Republican Party,Joni Ernst,32.0,79.0,111.0
Polk,DES MOINES-39,U.S. Senate,,Republican Party,Joni Ernst,82.0,266.0,348.0
Polk,DES MOINES-4,U.S. Senate,,Republican Party,Joni Ernst,73.0,83.0,156.0
Polk,DES MOINES-40,U.S. Senate,,Republican Party,Joni Ernst,45.0,105.0,150.0
Polk,DES MOINES-41,U.S. Senate,,Republican Party,Joni Ernst,109.0,360.0,469.0
Polk,DES MOINES-42,U.S. Senate,,Republican Party,Joni Ernst,124.0,396.0,520.0
Polk,DES MOINES-43,U.S. Senate,,Republican Party,Joni Ernst,66.0,237.0,303.0
Polk,DES MOINES-44,U.S. Senate,,Republican Party,Joni Ernst,68.0,198.0,266.0
Polk,DES MOINES-45,U.S. Senate,,Republican Party,Joni Ernst,24.0,50.0,74.0
Polk,DES MOINES-46,U.S. Senate,,Republican Party,Joni Ernst,49.0,83.0,132.0
Polk,DES MOINES-47,U.S. Senate,,Republican Party,Joni Ernst,38.0,64.0,102.0
Polk,DES MOINES-48,U.S. Senate,,Republican Party,Joni Ernst,7.0,15.0,22.0
Polk,DES MOINES-49,U.S. Senate,,Republican Party,Joni Ernst,25.0,56.0,81.0
Polk,DES MOINES-5,U.S. Senate,,Republican Party,Joni Ernst,44.0,92.0,136.0
Polk,DES MOINES-50,U.S. Senate,,Republican Party,Joni Ernst,67.0,196.0,263.0
Polk,DES MOINES-51,U.S. Senate,,Republican Party,Joni Ernst,50.0,98.0,148.0
Polk,DES MOINES-52,U.S. Senate,,Republican Party,Joni Ernst,51.0,101.0,152.0
Polk,DES MOINES-53,U.S. Senate,,Republican Party,Joni Ernst,40.0,94.0,134.0
Polk,DES MOINES-54,U.S. Senate,,Republican Party,Joni Ernst,14.0,63.0,77.0
Polk,DES MOINES-55,U.S. Senate,,Republican Party,Joni Ernst,140.0,122.0,262.0
Polk,DES MOINES-56,U.S. Senate,,Republican Party,Joni Ernst,54.0,99.0,153.0
Polk,DES MOINES-57,U.S. Senate,,Republican Party,Joni Ernst,12.0,72.0,84.0
Polk,DES MOINES-58,U.S. Senate,,Republican Party,Joni Ernst,74.0,150.0,224.0
Polk,DES MOINES-59,U.S. Senate,,Republican Party,Joni Ernst,66.0,165.0,231.0
Polk,DES MOINES-6,U.S. Senate,,Republican Party,Joni Ernst,45.0,126.0,171.0
Polk,DES MOINES-60,U.S. Senate,,Republican Party,Joni Ernst,69.0,158.0,227.0
Polk,DES MOINES-61,U.S. Senate,,Republican Party,Joni Ernst,155.0,275.0,430.0
Polk,DES MOINES-62,U.S. Senate,,Republican Party,Joni Ernst,217.0,391.0,608.0
Polk,DES MOINES-63,U.S. Senate,,Republican Party,Joni Ernst,110.0,215.0,325.0
Polk,DES MOINES-64,U.S. Senate,,Republican Party,Joni Ernst,103.0,190.0,293.0
Polk,DES MOINES-65,U.S. Senate,,Republican Party,Joni Ernst,176.0,403.0,579.0
Polk,DES MOINES-66,U.S. Senate,,Republican Party,Joni Ernst,154.0,340.0,494.0
Polk,DES MOINES-67,U.S. Senate,,Republican Party,Joni Ernst,5.0,49.0,54.0
Polk,DES MOINES-68,U.S. Senate,,Republican Party,Joni Ernst,45.0,144.0,189.0
Polk,DES MOINES-69,U.S. Senate,,Republican Party,Joni Ernst,76.0,196.0,272.0
Polk,DES MOINES-7,U.S. Senate,,Republican Party,Joni Ernst,53.0,265.0,318.0
Polk,DES MOINES-70,U.S. Senate,,Republican Party,Joni Ernst,44.0,134.0,178.0
Polk,DES MOINES-71,U.S. Senate,,Republican Party,Joni Ernst,162.0,292.0,454.0
Polk,DES MOINES-72,U.S. Senate,,Republican Party,Joni Ernst,5.0,22.0,27.0
Polk,DES MOINES-73,U.S. Senate,,Republican Party,Joni Ernst,141.0,261.0,402.0
Polk,DES MOINES-74,U.S. Senate,,Republican Party,Joni Ernst,59.0,122.0,181.0
Polk,DES MOINES-75,U.S. Senate,,Republican Party,Joni Ernst,93.0,160.0,253.0
Polk,DES MOINES-76,U.S. Senate,,Republican Party,Joni Ernst,97.0,192.0,289.0
Polk,DES MOINES-77,U.S. Senate,,Republican Party,Joni Ernst,57.0,191.0,248.0
Polk,DES MOINES-78,U.S. Senate,,Republican Party,Joni Ernst,62.0,215.0,277.0
Polk,DES MOINES-79,U.S. Senate,,Republican Party,Joni Ernst,87.0,224.0,311.0
Polk,DES MOINES-8,U.S. Senate,,Republican Party,Joni Ernst,68.0,147.0,215.0
Polk,DES MOINES-80,U.S. Senate,,Republican Party,Joni Ernst,120.0,328.0,448.0
Polk,DES MOINES-81,U.S. Senate,,Republican Party,Joni Ernst,72.0,244.0,316.0
Polk,DES MOINES-82,U.S. Senate,,Republican Party,Joni Ernst,96.0,210.0,306.0
Polk,DES MOINES-83,U.S. Senate,,Republican Party,Joni Ernst,96.0,256.0,352.0
Polk,DES MOINES-84,U.S. Senate,,Republican Party,Joni Ernst,41.0,102.0,143.0
Polk,DES MOINES-9,U.S. Senate,,Republican Party,Joni Ernst,108.0,314.0,422.0
Polk,DOUGLAS-1,U.S. Senate,,Republican Party,Joni Ernst,124.0,232.0,356.0
Polk,ELKHART-1,U.S. Senate,,Republican Party,Joni Ernst,85.0,361.0,446.0
Polk,FOUR MILE-1,U.S. Senate,,Republican Party,Joni Ernst,206.0,456.0,662.0
Polk,FRANKLIN-1,U.S. Senate,,Republican Party,Joni Ernst,112.0,336.0,448.0
Polk,GRANGER-1,U.S. Senate,,Republican Party,Joni Ernst,18.0,40.0,58.0
Polk,GRIMES-1,U.S. Senate,,Republican Party,Joni Ernst,241.0,751.0,992.0
Polk,GRIMES-2,U.S. Senate,,Republican Party,Joni Ernst,179.0,671.0,850.0
Polk,GRIMES-3,U.S. Senate,,Republican Party,Joni Ernst,148.0,257.0,405.0
Polk,JEFFERSON-1,U.S. Senate,,Republican Party,Joni Ernst,180.0,517.0,697.0
Polk,JOHNSTON-1,U.S. Senate,,Republican Party,Joni Ernst,303.0,542.0,845.0
Polk,JOHNSTON-2,U.S. Senate,,Republican Party,Joni Ernst,262.0,432.0,694.0
Polk,JOHNSTON-3,U.S. Senate,,Republican Party,Joni Ernst,342.0,518.0,860.0
Polk,JOHNSTON-4,U.S. Senate,,Republican Party,Joni Ernst,286.0,647.0,933.0
Polk,JOHNSTON-5,U.S. Senate,,Republican Party,Joni Ernst,376.0,685.0,1061.0
Polk,JOHNSTON-6,U.S. Senate,,Republican Party,Joni Ernst,236.0,373.0,609.0
Polk,MADISON-1,U.S. Senate,,Republican Party,Joni Ernst,17.0,33.0,50.0
Polk,MITCHELLVILLE-1,U.S. Senate,,Republican Party,Joni Ernst,138.0,467.0,605.0
Polk,PLEASANT HILL-1,U.S. Senate,,Republican Party,Joni Ernst,159.0,467.0,626.0
Polk,PLEASANT HILL-2,U.S. Senate,,Republican Party,Joni Ernst,175.0,455.0,630.0
Polk,PLEASANT HILL-3,U.S. Senate,,Republican Party,Joni Ernst,157.0,383.0,540.0
Polk,POLK CITY-1,U.S. Senate,,Republican Party,Joni Ernst,201.0,846.0,1047.0
Polk,RUNNELLS-1,U.S. Senate,,Republican Party,Joni Ernst,158.0,456.0,614.0
Polk,SAYLOR-1,U.S. Senate,,Republican Party,Joni Ernst,154.0,475.0,629.0
Polk,SAYLOR-2,U.S. Senate,,Republican Party,Joni Ernst,103.0,351.0,454.0
Polk,SHELDAHL-1,U.S. Senate,,Republican Party,Joni Ernst,30.0,129.0,159.0
Polk,URBANDALE-1,U.S. Senate,,Republican Party,Joni Ernst,181.0,435.0,616.0
Polk,URBANDALE-10,U.S. Senate,,Republican Party,Joni Ernst,218.0,492.0,710.0
Polk,URBANDALE-11,U.S. Senate,,Republican Party,Joni Ernst,326.0,476.0,802.0
Polk,URBANDALE-2,U.S. Senate,,Republican Party,Joni Ernst,199.0,454.0,653.0
Polk,URBANDALE-3,U.S. Senate,,Republican Party,Joni Ernst,197.0,444.0,641.0
Polk,URBANDALE-4,U.S. Senate,,Republican Party,Joni Ernst,267.0,524.0,791.0
Polk,URBANDALE-5,U.S. Senate,,Republican Party,Joni Ernst,226.0,371.0,597.0
Polk,URBANDALE-6,U.S. Senate,,Republican Party,Joni Ernst,233.0,373.0,606.0
Polk,URBANDALE-7,U.S. Senate,,Republican Party,Joni Ernst,271.0,637.0,908.0
Polk,URBANDALE-8,U.S. Senate,,Republican Party,Joni Ernst,202.0,469.0,671.0
Polk,URBANDALE-9,U.S. Senate,,Republican Party,Joni Ernst,220.0,492.0,712.0
Polk,WASHINGTON-1,U.S. Senate,,Republican Party,Joni Ernst,42.0,113.0,155.0
Polk,WDM-111,U.S. Senate,,Republican Party,Joni Ernst,102.0,259.0,361.0
Polk,WDM-112,U.S. Senate,,Republican Party,Joni Ernst,110.0,133.0,243.0
Polk,WDM-113,U.S. Senate,,Republican Party,Joni Ernst,71.0,208.0,279.0
Polk,WDM-114,U.S. Senate,,Republican Party,Joni Ernst,248.0,392.0,640.0
Polk,WDM-115,U.S. Senate,,Republican Party,Joni Ernst,171.0,338.0,509.0
Polk,WDM-116,U.S. Senate,,Republican Party,Joni Ernst,211.0,404.0,615.0
Polk,WDM-117,U.S. Senate,,Republican Party,Joni Ernst,177.0,408.0,585.0
Polk,WDM-118,U.S. Senate,,Republican Party,Joni Ernst,145.0,222.0,367.0
Polk,WDM-211,U.S. Senate,,Republican Party,Joni Ernst,158.0,244.0,402.0
Polk,WDM-212,U.S. Senate,,Republican Party,Joni Ernst,178.0,310.0,488.0
Polk,WDM-213,U.S. Senate,,Republican Party,Joni Ernst,198.0,350.0,548.0
Polk,WDM-311,U.S. Senate,,Republican Party,Joni Ernst,247.0,439.0,686.0
Polk,WDM-312,U.S. Senate,,Republican Party,Joni Ernst,200.0,410.0,610.0
Polk,WDM-313,U.S. Senate,,Republican Party,Joni Ernst,114.0,269.0,383.0
